Negative,Positive,Uncertainty,Litigious,StrongModal,WeakModal,Constraining
flat-out,straight-up,,,,,
flaunt,straighten,,,,,
flee,streamline,,,,,
fleeing,streamlined,,,,,
fleer,street-legal,,,,,
flees,street-smart-,,,,,
fleeting,street-wise,,,,,
flicker,streetwise,,,,,
flighty,strenuous,,,,,
flimflam,stride,,,,,
flimsy,strike,,,,,
flirt,striking,,,,,
flirty,strikingly,,,,,
floored,stringent,,,,,
flounder,stripling,,,,,
floundering,strive,,,,,
flout,striving,,,,,
fluster,stroke,,,,,
fool,strong-suit,,,,,
fooled,strong-words,,,,,
foolishly,strongly,,,,,
foolishness,stud,,,,,
forceful,studly,,,,,
foreboding,studmuffin,,,,,
forebodingly,study,,,,,
forged,stunned,,,,,
forgetful,stunning,,,,,
forgetfully,stunningly,,,,,
forgetfulness,stupendous,,,,,
forlorn,stupendously,,,,,
forlornly,sturdier,,,,,
forsake,sturdy,,,,,
forsaken,style,,,,,
forswear,stylish,,,,,
foul,stylishly,,,,,
foully,stylist,,,,,
foulness,stylized,,,,,
fractious,suasive,,,,,
fractiously,suave,,,,,
fracture,suavely,,,,,
fragile,sublime,,,,,
fragmented,subsidize,,,,,
frail,subsidized,,,,,
frantic,subsidizes,,,,,
frantically,subsidizing,,,,,
franticly,substantial,,,,,
fraught,substantive,,,,,
frazzle,subtilise,,,,,
frazzled,subtilize,,,,,
freak,subtle,,,,,
freaking,subtly,,,,,
freakish,subvent,,,,,
freakishly,subvention,,,,,
freezes,succeeder,,,,,
frenzied,success-story,,,,,
frets,succinct,,,,,
friction,succinctly,,,,,
frictions,succulent,,,,,
fried,suffice,,,,,
frigging,sufficed,,,,,
fright,suffices,,,,,
frighten,sufficiency,,,,,
frightening,sufficient,,,,,
frighteningly,sufficiently,,,,,
frightful,sugar,,,,,
frightfully,sugar-dumpling,,,,,
frigid,suit,,,,,
frost,suitable,,,,,
frown,suitably,,,,,
froze,suitor,,,,,
frozen,summa-cum-laude,,,,,
fruitless,summary,,,,,
fruitlessly,sumptuosity,,,,,
fuck,sunniness,,,,,
fudge,sunny,,,,,
full-blown,suntan,,,,,
full-blownfulminate,sup,,,,,
fulminate,super,,,,,
fumble,superabundant,,,,,
fume,superabundantly,,,,,
fumes,superb,,,,,
fundamentalism,superbly,,,,,
funky,supercal,,,,,
funnily,superconscious,,,,,
funny,superfine,,,,,
furious,superfly,,,,,
furiously,superhero,,,,,
furor,superhuman,,,,,
fuss,superiority,,,,,
fussy,superlative,,,,,
fustigate,superman,,,,,
fusty,superpower,,,,,
futile,supple,,,,,
futilely,supply,,,,,
futility,support,,,,,
fuzzy,supported,,,,,
fuzzyfail,supporter,,,,,
f”ck,supporting,,,,,
f”cking,supportive,,,,,
gabble,supportively,,,,,
gaff,supportiveness,,,,,
gaffe,supports,,,,,
gainsay,supremacy,,,,,
gainsayer,supreme,,,,,
gall,supremely,,,,,
galling,supremo,,,,,
gallingly,sure,,,,,
galls,sure-fire,,,,,
gangster,sure-footed,,,,,
gape,surety,,,,,
garbage,surfie,,,,,
garish,surmount,,,,,
gauche,surprised,,,,,
gaudy,surreal,,,,,
gawk,survival,,,,,
gawky,survive,,,,,
geezer,survivor,,,,,
genocide,sustain,,,,,
get-rich,sustainability,,,,,
ghastly,sustainable,,,,,
ghetto,sustained,,,,,
ghosting,sustenance,,,,,
gibber,sustentation,,,,,
gibberish,svelte,,,,,
gibe,swag,,,,,
giddy,swagger,,,,,
gimmick,swaggy,,,,,
gimmicked,swain,,,,,
gimmicking,swank,,,,,
gimmicks,swankier,,,,,
gimmicky,swankiest,,,,,
glare,swanky,,,,,
glaringly,swaraj,,,,,
glib,swashbuckler,,,,,
glibly,swashbuckling,,,,,
glitch,sweep,,,,,
glitches,sweeping,,,,,
gloatingly,sweet,,,,,
gloom,sweet-william,,,,,
gloomy,sweeten,,,,,
glower,sweetener,,,,,
glum,sweetheart,,,,,
glut,sweetie,,,,,
gnawing,sweetie-pie,,,,,
goad,sweeting,,,,,
goading,sweetly,,,,,
god-awful,sweetness,,,,,
goof,swell,,,,,
goofy,swift,,,,,
goon,swiftness,,,,,
gossip,swoon,,,,,
graceless,swoop,,,,,
gracelessly,sympathetic,,,,,
graft,sympathetically,,,,,
grainy,sympathise,,,,,
grapple,sympathizer,,,,,
grate,sympathy,,,,,
grating,sync,,,,,
grave,synergist,,,,,
gravely,synergy,,,,,
greasy,systematic,,,,,
greed,syzygy,,,,,
greedy,ta-da,,,,,
grief,tackle,,,,,
grieve,tailor-made,,,,,
grieving,tailored,,,,,
grievous,take,,,,,
grievously,take-charge,,,,,
grim,talent,,,,,
grimace,talented,,,,,
grind,tall,,,,,
gripe,tame,,,,,
gripes,tangible,,,,,
grisly,tangy,,,,,
gritty,tantalize,,,,,
gross,tantalizing,,,,,
grotesque,tasty,,,,,
grouch,taught,,,,,
grouchy,taut,,,,,
grouse,teacher,,,,,
growl,teaching,,,,,
grudge,team,,,,,
grudges,teamwork,,,,,
grudging,temperate,,,,,
grudgingly,temptation,,,,,
gruesome,tempting,,,,,
gruesomely,tenable,,,,,
gruff,tenacious,,,,,
grumble,tenancy,,,,,
grumpier,tender,,,,,
grumpiest,tenderhearted,,,,,
grumpily,tenderness,,,,,
grumpy,terrific,,,,,
guile,testament,,,,,
guilt,testimonial,,,,,
guiltily,testimony,,,,,
gullible,thank-you,,,,,
gutless,thankful,,,,,
gutter,thankfully,,,,,
guttergawky,thankfulness,,,,,
hack,thanks,,,,,
hacks,thanksgiving,,,,,
haggard,the,,,,,
haggle,the-one,,,,,
halfhearted,the-ultimate,,,,,
halfheartedly,therapeutic,,,,,
hallucinate,therapy,,,,,
hallucination,thinker,,,,,
handicapped,thorough,,,,,
hang,thoroughbred,,,,,
hangs,thoroughly,,,,,
haphazard,thoroughness,,,,,
hapless,thoughtful,,,,,
harangue,thoughtfully,,,,,
harasses,thrill,,,,,
harboring,thriller,,,,,
harbors,thrilling,,,,,
hard,thrive,,,,,
hard-hearted,thriving,,,,,
hard-hit,throne,,,,,
hard-liner,thumbs-up,,,,,
hardball,tickle,,,,,
harden,tidbit,,,,,
hardened,tidy,,,,,
hardheaded,time-honored,,,,,
hardhearted,timeless,,,,,
hardliner,timeliness,,,,,
hardliners,timely,,,,,
harpy,to-the-core,,,,,
harridan,today,,,,,
harried,together,,,,,
harrow,togetherness,,,,,
hassle,toothsome,,,,,
hassled,top,,,,,
hassles,top-class,,,,,
haste,top-dog,,,,,
hastily,top-level,,,,,
hasty,top-notch,,,,,
hate,top-priority,,,,,
hated,top-quality,,,,,
hateful,top-tier,,,,,
hatefully,topmost,,,,,
hatefulness,toppers,,,,,
hater,topping,,,,,
haters,total,,,,,
hates,totality,,,,,
hating,touch,,,,,
hatred,touched,,,,,
haughtily,touching,,,,,
haughty,tough,,,,,
haunt,trademark,,,,,
haunting,trailblazer,,,,,
havoc,training,,,,,
hawkish,trait,,,,,
haywire,tranquil,,,,,
haze,transcend,,,,,
hazy,transcendental,,,,,
head-aches,transfixed,,,,,
headache,transform,,,,,
headaches,transformation,,,,,
heartbreaker,transient,,,,,
heartbreaking,transparent,,,,,
heartbreakingly,transpicuous,,,,,
heartless,treasure,,,,,
heathen,treat,,,,,
heavy-handed,treatment,,,,,
heckle,trending,,,,,
heckled,trendsetter,,,,,
heckles,trendy,,,,,
hectic,tribune,,,,,
hedge,trigger,,,,,
hedonistic,triumph,,,,,
heedless,triumphant,,,,,
hefty,triumphantly,,,,,
hegemony,trooper,,,,,
heinous,trophy,,,,,
hell,trove,,,,,
hell-bent,true,,,,,
hellion,true-blue,,,,,
hells,true-hearted,,,,,
helpless,true-love,,,,,
helplessly,true-lovers-knot,,,,,
helplessness,truly,,,,,
heresy,trust,,,,,
heretic,trustful,,,,,
heretical,trusting,,,,,
hesitant,trustworthiness,,,,,
hideous,trustworthy,,,,,
hideously,trusty,,,,,
hideousness,truth,,,,,
high-priced,truthful,,,,,
hiss,try,,,,,
hissed,tuition,,,,,
hissing,tune,,,,,
ho-hum,tuneful,,,,,
hoard,twinkle,,,,,
hoax,twinkling,,,,,
hobble,tycoon,,,,,
hogs,uber,,,,,
hollow,uberty,,,,,
homely,ubiquitary,,,,,
hoodwink,ubiquitous,,,,,
hooligan,ubuntu,,,,,
hopeless,uh-hu,,,,,
hopelessly,uhuh,,,,,
hopelessness,ultimate,,,,,
horde,ultimately,,,,,
horrendous,ultimation,,,,,
horrendously,ultra,,,,,
horrible,ultra-crisp,,,,,
horrid,ultraprecise,,,,,
horrific,unabashed,,,,,
horrified,unabashedly,,,,,
horrifies,unadulterated,,,,,
horrify,unaffected,,,,,
horrifying,unaffectedly,,,,,
hostage,unafraid,,,,,
hostilities,unambiguous,,,,,
hotbeds,unanchor,,,,,
hothead,unanimous,,,,,
hotheaded,unarguable,,,,,
hothouse,unassailable,,,,,
hubris,unassuming,,,,,
huckster,unattached,,,,,
hum,unbearably,,,,,
humid,unbeatable,,,,,
humiliate,unbeaten,,,,,
humiliating,unbelieavable,,,,,
humiliation,unbelievable,,,,,
humming,unbelievably,,,,,
hung,unbenumb,,,,,
hurtful,unbias,,,,,
hurts,unbigoted,,,,,
hustler,unblemished,,,,,
hype,unbound,,,,,
hypocrisy,unbreakable,,,,,
hypocrite,unbroken,,,,,
hypocrites,unburden,,,,,
hypocritical,uncommon,,,,,
hypocritically,uncomplicated,,,,,
hysteria,unconditional,,,,,
hysteric,unconditionally,,,,,
hysterical,unconfound,,,,,
hysterically,uncontestable,,,,,
hysterics,unconventional,,,,,
icky,uncorrupted,,,,,
idiocies,uncover,,,,,
idiocy,uncritical,,,,,
idiot,uncritically,,,,,
idiotic,undamaged,,,,,
idiotically,undauntable,,,,,
idiots,undaunted,,,,,
ignoble,undefiled,,,,,
ignominious,undeniable,,,,,
ignominiously,undeniably,,,,,
ignominy,under,,,,,
ignorance,under-control,,,,,
ignorant,underbear,,,,,
ill-advised,understandable,,,,,
ill-conceived,understanding,,,,,
ill-defined,understandingly,,,,,
ill-designed,understated,,,,,
ill-fated,understood,,,,,
ill-favored,undertake,,,,,
ill-formed,underwriter,,,,,
ill-mannered,undesigning,,,,,
ill-natured,undiminished,,,,,
ill-sorted,undisputable,,,,,
ill-tempered,undisputed,,,,,
ill-treated,undisputedly,,,,,
ill-treatment,undisturbed,,,,,
ill-usage,undivided,,,,,
ill-used,undoubted,,,,,
illegitimate,unencumbered,,,,,
illiterate,unequalled,,,,,
illness,unequivocal,,,,,
illogical,unequivocally,,,,,
illogically,unerring,,,,,
illusion,unerringly,,,,,
illusions,unfailing,,,,,
illusory,unfailingly,,,,,
imaginary,unfaltering,,,,,
imbecile,unfazed,,,,,
imbroglio,unfeigned,,,,,
immaterial,unfetter,,,,,
imminence,unflagging,,,,,
imminently,unflaggingly,,,,,
immobilized,unflappable,,,,,
immoderate,unflashy,,,,,
immoderately,unfold,,,,,
immodest,unforgettable,,,,,
immorality,ungrudgingly,,,,,
immorally,unhampered,,,,,
immovable,unharmed,,,,,
impatience,unhurt,,,,,
impatient,unification,,,,,
impatiently,unified,,,,,
impeach,unify,,,,,
impedance,unimpaired,,,,,
impenitent,unique,,,,,
imperfect,uniquely,,,,,
imperfectly,united,,,,,
imperialist,unity,,,,,
imperious,universally,,,,,
imperiously,universe,,,,,
impertinent,unmistakable,,,,,
impetuous,unmitigated,,,,,
impetuously,unobjectionable,,,,,
impiety,unobstructed,,,,,
impinge,unobtrusive,,,,,
impious,unopposed,,,,,
implausible,unprecedented,,,,,
implausibly,unpretentious,,,,,
implication,unquestionably,,,,,
implode,unreal,,,,,
impolite,unrefuted,,,,,
impolitely,unrelenting,,,,,
impolitic,unreserved,,,,,
importunate,unrestricted,,,,,
importune,unrivalled,,,,,
impose,unruffled,,,,,
imposers,unselfish,,,,,
imposing,unselfishly,,,,,
imposition,unshakable,,,,,
impossibleimpossibly,unspoiled,,,,,
impossibly,unspoilt,,,,,
impotent,unstoppable,,,,,
impoverish,unstoppably,,,,,
impoverished,unsullied,,,,,
imprecate,untarnished,,,,,
imprecise,untiring,,,,,
imprecisely,untouchable,,,,,
imprecision,untouched,,,,,
imprison,untroubled,,,,,
improbability,unwasteful,,,,,
improbable,unwavering,,,,,
improbably,unwind,,,,,
imprudence,up-front,,,,,
impudence,up-to-date,,,,,
impudent,up-to-par,,,,,
impudently,upbear,,,,,
impugn,upbeat,,,,,
impulsive,upcheer,,,,,
impulsively,upcoming,,,,,
impunity,upcycle,,,,,
impure,updated,,,,,
impurity,upfront,,,,,
in,upgradable,,,,,
inactive,uplift,,,,,
inane,uppermost,,,,,
inanely,upright,,,,,
inapt,upscale,,,,,
inarticulate,upskill,,,,,
inattentive,upstand,,,,,
inaudible,upstanding,,,,,
incapably,upwardly,,,,,
incautious,urbane,,,,,
incendiary,urbanely,,,,,
incense,usable,,,,,
incessant,use,,,,,
incessantly,useable,,,,,
incite,useful,,,,,
incitement,usefully,,,,,
incivility,usefulness,,,,,
inclement,user-friendly,,,,,
incoherence,user-replaceable,,,,,
incoherent,usually,,,,,
incoherently,utile,,,,,
incommensurate,utilize,,,,,
incomparable,utmost,,,,,
incomparably,utopia,,,,,
incomprehensible,valentine,,,,,
incomprehension,valiant,,,,,
inconceivable,valiantly,,,,,
inconceivably,valid,,,,,
incongruous,validate,,,,,
incongruously,validity,,,,,
inconsequential,valor,,,,,
inconsequentially,valorize,,,,,
inconsiderate,valorous,,,,,
inconsolable,variegated,,,,,
inconsolably,variety,,,,,
inconstant,variously,,,,,
inconveniently,vastly,,,,,
incorrigible,vehement,,,,,
incorrigibly,vehemently,,,,,
incredulous,venerable,,,,,
incredulously,venerate,,,,,
inculcate,veneration,,,,,
indecently,venturesome,,,,,
indecision,veracious,,,,,
indecisive,veracity,,,,,
indecisively,verdant,,,,,
indefensible,verdure,,,,,
indelicate,verification,,,,,
indeterminable,verified,,,,,
indeterminably,verify,,,,,
indeterminate,verily,,,,,
indifference,versatality,,,,,
indigent,versed,,,,,
indignant,vertiginous,,,,,
indignantly,verve,,,,,
indignation,very,,,,,
indignity,vest,,,,,
indiscernible,vestal,,,,,
indiscreet,veteran,,,,,
indiscreetly,viable,,,,,
indiscriminate,vibration,,,,,
indiscriminately,victor,,,,,
indistinguishable,victorious,,,,,
indoctrinate,victory,,,,,
indoctrination,vigilant,,,,,
indolent,vigor,,,,,
indulge,vigorous,,,,,
ineffectual,vindicate,,,,,
ineffectually,vintage,,,,,
inefficacy,virile,,,,,
inelegance,virtuoso,,,,,
inelegant,virtuous,,,,,
ineligibleinept,vision,,,,,
inept,visionary,,,,,
ineptitude,visit,,,,,
ineptly,visualizaton,,,,,
inequalities,visualize,,,,,
inequality,vital,,,,,
inescapable,viva,,,,,
inescapably,vivace,,,,,
inessential,vivacious,,,,,
inevitably,vive,,,,,
inexcusable,vivid,,,,,
inexcusably,vividly,,,,,
inexorable,vocal,,,,,
inexorably,volume,,,,,
inexpert,voluptuousness,,,,,
inexpertly,vonte,,,,,
inexpiable,vortex,,,,,
inextricable,votary,,,,,
inextricably,vouch,,,,,
infamous,vow,,,,,
infamously,voyage,,,,,
infamy,wackily,,,,,
infected,wackiness,,,,,
infection,wacky,,,,,
infections,waft,,,,,
inferiority,wage,,,,,
infernal,waggery,,,,,
infest,waggish,,,,,
infested,waggishly,,,,,
infidel,waggishness,,,,,
infidels,wakeful,,,,,
infiltrator,wakefully,,,,,
infiltrators,wakefulness,,,,,
infirm,walfarism,,,,,
inflame,walkover,,,,,
inflammation,wallflower,,,,,
inflammatory,wandering,,,,,
inflated,wanderlust,,,,,
inflationary,want,,,,,
inflexible,wanted,,,,,
inflict,wanton,,,,,
infuriate,warm-blooded,,,,,
infuriated,warm-hearted,,,,,
infuriating,warm-up,,,,,
infuriatingly,warmer,,,,,
inglorious,warmly,,,,,
ingrate,warmth,,,,,
ingratitude,warrant,,,,,
inhibit,warrior,,,,,
inhibition,wash,,,,,
inhospitable,wassail,,,,,
inhospitableinhuman,watch,,,,,
inhuman,watchable,,,,,
inhumane,watchful,,,,,
inhumanity,wave,,,,,
inimically,weak-kneed,,,,,
iniquitous,wealth,,,,,
iniquity,wealthy,,,,,
injudicious,weather-proof,,,,,
injureinjurious,wedding-band,,,,,
injustice,wedding-march,,,,,
injustices,wedding-ring,,,,,
innuendo,wedlock,,,,,
inoperable,weighty,,,,,
inopportune,welcome,,,,,
insane,welfare,,,,,
insanely,welfare-state,,,,,
insanity,well,,,,,
insatiable,well-adjusted,,,,,
insecurity,well-appointed,,,,,
insensible,well-balanced,,,,,
insensitively,well-being,,,,,
insensitivity,well-born,,,,,
insidious,well-bred,,,,,
insidiously,well-connected,,,,,
insignificance,well-done,,,,,
insignificant,well-earned,,,,,
insignificantly,well-educated,,,,,
insincere,well-endowed,,,,,
insincerely,well-established,,,,,
insincerity,well-favoured,,,,,
insinuate,well-found,,,,,
insinuating,well-founded,,,,,
insinuation,well-grounded,,,,,
insipid,well-heeled,,,,,
insolence,well-informed,,,,,
insolent,well-intentioned,,,,,
insolently,well-knit,,,,,
insouciance,well-liked,,,,,
instigate,well-managed,,,,,
instigator,well-mannered,,,,,
instigators,well-meaning,,,,,
insubordinate,well-off,,,,,
insubstantial,well-oiled,,,,,
insubstantially,well-pleased,,,,,
insufferable,well-positioned,,,,,
insufferably,well-preserved,,,,,
insular,well-rounded,,,,,
insult,well-run,,,,,
insulted,well-spent,,,,,
insulting,well-spoken,,,,,
insultingly,well-to-do,,,,,
insults,well-tried,,,,,
insupportable,well-turned,,,,,
insurmountable,well-wisher,,,,,
insurmountably,wellbeing,,,,,
intense,wellspring,,,,,
intimidate,whim-wham,,,,,
intimidating,whimsical,,,,,
intimidatingly,whimsicality,,,,,
intolerable,whimsy,,,,,
intolerance,whippy,,,,,
intoxicate,whisper,,,,,
intractable,white,,,,,
intransigence,white-christmas,,,,,
intransigent,whiz,,,,,
intrude,whoa,,,,,
intrusive,wholehearted,,,,,
inundate,wholeheartedly,,,,,
inundated,wholesome,,,,,
invader,wholly,,,,,
invasive,whopping,,,,,
invective,wide,,,,,
inveigle,wide-awake,,,,,
invidious,wide-eye,,,,,
invidiously,wide-eyed,,,,,
invidiousness,wieldy,,,,,
invisible,wild,,,,,
irascible,willed,,,,,
irate,willing,,,,,
irately,willingly,,,,,
ire,willingness,,,,,
irk,willpower,,,,,
irking,windfall,,,,,
irks,window,,,,,
irksome,windproof,,,,,
irksomely,wink,,,,,
irksomeness,winnable,,,,,
ironies,wins,,,,,
irony,winsome,,,,,
irrational,wired,,,,,
irrationality,wisdom,,,,,
irrationally,wise,,,,,
irrationals,wisely,,,,,
irredeemable,with,,,,,
irredeemably,withstand,,,,,
irrelevance,witty,,,,,
irrelevant,wiz,,,,,
irrepressible,wizard,,,,,
irresolute,wltm,,,,,
irresoluteirresponsible,womanhood,,,,,
irresponsible,womanism,,,,,
irresponsibly,won,,,,,
irresponsiblyirretrievable,wonder,,,,,
irretrievable,wonderful,,,,,
irritable,wondering,,,,,
irritably,wonderland,,,,,
irritant,wonderment,,,,,
irritate,wonders,,,,,
irritated,wonderstruck,,,,,
irritating,wondrous,,,,,
irritation,wondrously,,,,,
irritations,woo,,,,,
isolate,word,,,,,
isolated,word-perfect,,,,,
isolation,wordly,,,,,
issue,words,,,,,
issues,work,,,,,
itch,work-ethic,,,,,
itching,work-permit,,,,,
itchy,workable,,,,,
jabber,workaround,,,,,
jaded,worked,,,,,
jagged,workhorse,,,,,
jam,workmate,,,,,
jarring,workout,,,,,
jaundiced,works,,,,,
jealous,world-beater,,,,,
jealously,world-class,,,,,
jealousness,world-famous,,,,,
jealousy,world-ranking,,,,,
jeer,worldly,,,,,
jeering,worldly-wise,,,,,
jeeringly,worship,,,,,
jeers,worshipful,,,,,
jeopardy,worshipper,,,,,
jerk,worshipping,,,,,
jerky,worth,,,,,
jitter,worth-it,,,,,
jitters,worthiness,,,,,
jittery,worthwhile,,,,,
jobless,wotcha,,,,,
joke,would,,,,,
joker,wow,,,,,
jolt,wowed,,,,,
judder,wowing,,,,,
juddering,wows,,,,,
judders,wunderkind,,,,,
jumpy,wunderkinder,,,,,
junk,x-factor,,,,,
junky,xaern,,,,,
junkyard,xanadu,,,,,
kill,xenagogue,,,,,
killed,xenial,,,,,
killer,xenium,,,,,
killing,xenodochial,,,,,
killjoy,xenodochy,,,,,
kills,xenoglossy,,,,,
knave,xenolalia,,,,,
knife,xenomania,,,,,
knock,xenophile,,,,,
knotted,xenophilia,,,,,
kook,xfactor,,,,,
kooky,xiexie,,,,,
lackadaisical,xyresic,,,,,
lackey,yahoo,,,,,
lackeys,yak,,,,,
laconic,yarn,,,,,
laid-off,yearning,,,,,
lambast,yee-haw,,,,,
lambaste,yell,,,,,
lame,yep,,,,,
lame-duck,yern,,,,,
lament,yes,,,,,
lamentable,yield,,,,,
lamentably,yift,,,,,
languid,yip,,,,,
languish,yippee,,,,,
languor,yo,,,,,
languorous,yock,,,,,
languorously,yodel,,,,,
lanky,yoga,,,,,
lascivious,young,,,,,
last-ditch,young-at-heart,,,,,
latency,young-blood,,,,,
laughable,young-gun,,,,,
laughably,young-looking,,,,,
laughingstock,youngster,,,,,
lawbreaker,younker,,,,,
lawbreaking,yours,,,,,
lawless,youth,,,,,
lawlessness,youthful,,,,,
layoff-happy,yugen,,,,,
lazy,yum,,,,,
leak,yummy,,,,,
leakage,yummy-mummy,,,,,
leakages,yummylicious,,,,,
leaking,yup,,,,,
leaks,yuppie,,,,,
leaky,zaddik,,,,,
lecher,zaftig,,,,,
lecherous,zany,,,,,
lechery,zappy,,,,,
leech,zardozi,,,,,
leer,zarzuella,,,,,
leery,zazzy,,,,,
left-leaning,zeal,,,,,
lemon,zealous,,,,,
lengthy,zen,,,,,
less-developed,zenith,,,,,
lesser-known,zephyr,,,,,
letch,zero,,,,,
lethal,zest,,,,,
lethargic,zestful,,,,,
lethargy,zesty,,,,,
lewd,zillion,,,,,
lewdly,zing,,,,,
lewdness,zinger,,,,,
liability,zion,,,,,
liable,zip,,,,,
liar,zipless,,,,,
liars,zippily,,,,,
licentious,zippiness,,,,,
licentiously,zippy,,,,,
licentiousness,zoftig,,,,,
lied,zorbing,,,,,
lies,zouk,,,,,
life-threatening,zounds,,,,,
lifeless,zowie,,,,,
limit,,,,,,
